id	isolate	source	species	aspA	glnA	gltA	glyA	pgm	tkt	uncA	mapA
19209	FBI-02615	human stool	Campylobacter jejuni	4	7	40	4	42	51	1	
19210	FBI-02616	human stool	Campylobacter jejuni	24	2	2	2	10	3	1	
19211	FBI-02617	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	
19212	FBI-02618	human stool	Campylobacter jejuni	62	4	5	2	2	1	5	
19213	FBI-02619	human stool	Campylobacter jejuni	2	17	2	3	2	1	5	
19214	FBI-02620	human stool	Campylobacter jejuni	62	4	5	2	2	1	5	
19215	FBI-02621	chicken	Campylobacter jejuni	7	17	2	15	13	3	12	
19216	FBI-02622	chicken	Campylobacter jejuni	275	84	5	10	119	178	26	
19217	FBI-02623	chicken	Campylobacter jejuni	9	2	4	62	4	5	6	
19218	FBI-02624	chicken	Campylobacter jejuni	2	1	52	3	2	100	5	
19219	FBI-02625	chicken	Campylobacter jejuni	2	1	1	3	2	1	5	
19220	FBI-02626	chicken	Campylobacter jejuni	2	1	1	3	2	1	5	
19221	FBI-02627	chicken	Campylobacter jejuni	2	1	12	3	2	1	5	
19222	FBI-02628	chicken	Campylobacter jejuni	7	84	5	10	11	61	26	
19223	FBI-02629	chicken	Campylobacter jejuni	7	17	2	15	23	3	12	
19224	FBI-02630	chicken	Campylobacter coli	33	39	30	82	113	43	17	
19225	FBI-02631	chicken	Campylobacter coli	33	39	30	79	104	206	17	
19226	FBI-02632	human unspecified	Campylobacter jejuni	2	4	1	2	7	1	5	
19227	FBI-02633	human unspecified	Campylobacter jejuni	10	27	16	19	10	5	7	
19228	FBI-02634	human unspecified	Campylobacter coli	32	38	30	82	152	35	17	
19229	FBI-02635	human blood culture	Campylobacter coli	33	153	30	82	104	43	17	
19230	FBI-02636	human unspecified	Campylobacter coli	33	39	66	82	104	44	41	
19231	FBI-02637	human unspecified	Campylobacter jejuni	4	7	10	55	42	51	1	
19232	FBI-02639	human unspecified	Campylobacter jejuni	2	1	1	3	2	1	5	
19233	FBI-02640	human unspecified	Campylobacter coli	33	39	44	82	104	44	36	
19234	FBI-02641	human unspecified	Campylobacter jejuni	2	76	2	3	2	1	5	
19235	FBI-02643	human blood culture	Campylobacter jejuni	8	1	5	3	2	1	1	
19236	FBI-02644	human blood culture	Campylobacter jejuni	2	4	2	4	19	3	6	
19237	FBI-02645	human stool	Campylobacter coli	33	39	30	82	113	47	17	
19238	FBI-02646	human stool	Campylobacter jejuni	4	7	10	4	1	7	1	
19239	FBI-02647	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19240	FBI-02648	human unspecified	Campylobacter jejuni	2	4	2	4	19	3	6	
19241	FBI-02649	human unspecified	Campylobacter jejuni	4	7	10	4	1	7	1	
19242	FBI-02650	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19243	FBI-02651	human stool	Campylobacter jejuni	3	1	5	17	11	11	6	
19244	FBI-02652	human stool	Campylobacter jejuni	7	17	2	15	23	3	12	
19245	FBI-03456	human stool	Campylobacter jejuni	4	7	10	4	1	7	1	
19246	FBI-03457	human stool	Campylobacter jejuni	2	52	29	48	127	99	23	
19247	FBI-03458	human stool	Campylobacter jejuni	218	17	5	2	10	3	6	
19248	FBI-03459	human stool	Campylobacter jejuni	2	4	1	2	7	1	5	
19249	FBI-03460	human stool	Campylobacter jejuni	8	17	5	2	10	59	6	
19250	FBI-03461	human stool	Campylobacter jejuni	7	2	6	10	10	37	1	
19251	FBI-03462	human stool	Campylobacter jejuni	2	4	1	2	7	1	5	
19252	FBI-03463	human stool	Campylobacter jejuni	1	6	60	24	12	28	1	
19253	FBI-03464	human stool	Campylobacter jejuni	14	17	5	2	11	3	6	
19254	FBI-03465	human stool	Campylobacter jejuni	9	2	4	62	4	5	6	
19255	FBI-03466	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19256	FBI-03467	human stool	Campylobacter jejuni	7	4	6	68	188	3	46	
19257	FBI-03468	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19258	FBI-03469	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19259	FBI-03470	human stool	Campylobacter jejuni	4	7	10	4	1	7	1	
19260	FBI-03595	pig	Campylobacter coli	33	38	30	82	104	43	17	
19261	FBI-03596	pig	Campylobacter coli	33	38	30	82	104	43	17	
19262	FBI-03597	pig	Campylobacter coli	33	38	30	82	104	43	17	
19263	FBI-03603	pig	Campylobacter coli	32	39	30	82	104	43	36	
19264	FBI-03604	pig	Campylobacter coli	32	39	30	82	104	43	36	
19265	FBI-03605	pig	Campylobacter coli	33	39	30	78	104	35	17	
19266	FBI-03606	pig	Campylobacter coli	33	39	30	78	104	35	17	
19267	FBI-03607	pig	Campylobacter coli	33	38	30	82	113	47	17	
19268	FBI-03612	pig	Campylobacter coli	33	38	30	82	337	43	17	
19269	FBI-03613	pig	Campylobacter coli	33	66	30	79	113	43	17	
19270	FBI-03614	pig	Campylobacter coli	33	38	30	82	104	43	17	
19271	FBI-03615	pig	Campylobacter coli	33	38	30	82	104	85	68	
19272	FBI-03616	pig	Campylobacter coli	33	38	30	82	104	85	68	
19273	FBI-03619	pig	Campylobacter coli	33	39	30	78	104	35	17	
19274	FBI-03620	pig	Campylobacter coli	33	38	30	82	104	43	17	
19275	FBI-03621	pig	Campylobacter coli	33	38	30	82	104	43	17	
19276	FBI-03622	pig	Campylobacter coli	32	39	44	82	104	43	36	
19277	FBI-03624	pig	Campylobacter coli	33	39	30	79	104	47	17	
19278	FBI-03625	pig	Campylobacter coli	33	38	30	82	104	43	17	
19279	FBI-03749	human unspecified	Campylobacter jejuni	2	1	12	3	2	1	5	
19280	FBI-04193	cattle	Campylobacter jejuni	2	1	12	3	2	1	5	
19281	FBI-04195	cattle	Campylobacter jejuni	2	1	12	3	2	1	5	
19282	FBI-04196	cattle	Campylobacter jejuni	2	1	12	3	2	1	5	
19283	FBI-04197	cattle	Campylobacter jejuni	2	1	1	3	2	1	5	
19284	FBI-04198	cattle	Campylobacter jejuni	2	1	12	3	2	1	5	
19285	FBI-04199	cattle	Campylobacter jejuni	2	1	1	3	2	1	5	
19286	FBI-04200	cattle	Campylobacter jejuni	2	1	10	3	2	1	5	
19287	FBI-04201	cattle	Campylobacter jejuni	1	2	3	27	5	9	3	
19288	FBI-04202	cattle	Campylobacter jejuni	1	2	3	27	5	9	3	
19289	FBI-04203	cattle	Campylobacter jejuni	1	4	2	2	6	3	17	
19290	FBI-04204	cattle	Campylobacter jejuni	2	1	12	3	2	1	5	
19291	FBI-04205	cattle	Campylobacter jejuni	2	1	12	3	2	1	5	
19292	FBI-04206	chicken	Campylobacter jejuni	47	55	5	10	2	48	8	
19293	FBI-04207	chicken	Campylobacter jejuni	47	55	5	10	2	48	8	
19294	FBI-04208	chicken	Campylobacter jejuni	47	55	5	10	2	48	8	
19295	FBI-04209	chicken	Campylobacter jejuni	47	55	5	10	2	48	8	
19296	FBI-04210	other animal	Campylobacter coli	33	38	30	82	104	43	17	
19297	FBI-04211	chicken	Campylobacter jejuni	8	2	5	336	11	3	1	
19298	FBI-04213	chicken	Campylobacter jejuni	8	2	5	336	11	3	1	
19299	FBI-04219	chicken	Campylobacter jejuni	4	7	10	4	1	51	1	
19300	FBI-04251	cows milk	Campylobacter jejuni	2	4	1	4	19	1	5	
19301	FBI-04252	cows milk	Campylobacter jejuni	2	1	1	3	2	1	5	
19302	FBI-04253	cows milk	Campylobacter jejuni	1	4	2	2	6	3	17	
19303	FBI-04254	cows milk	Campylobacter jejuni	1	4	2	2	6	3	17	
19304	FBI-04255	other food	Campylobacter jejuni	264	356	12	3	2	1	5	
19305	FBI-04256	other food	Campylobacter jejuni	24	21	2	2	2	59	6	
19306	FBI-04257	other animal	Campylobacter jejuni	8	10	2	2	89	12	6	
19307	FBI-04258	other food	Campylobacter jejuni	2	21	5	3	23	1	5	
19308	FBI-04259	other animal	Campylobacter jejuni	7	17	2	15	23	3	12	
19309	FBI-04260	other food	Campylobacter jejuni	24	2	2	2	10	3	1	
19310	FBI-04261	other food	Campylobacter jejuni	2	61	29	28	526	34	23	
19311	FBI-04262	other food	Campylobacter jejuni	7	55	5	10	11	68	26	
19312	FBI-04263	other food	Campylobacter jejuni	9	2	2	2	11	5	6	
19313	FBI-04264	other animal	Campylobacter jejuni	93	30	2	2	89	59	6	
19314	FBI-04292	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19315	FBI-04293	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	
19316	FBI-04294	human stool	Campylobacter jejuni	4	7	40	4	42	51	1	
19317	FBI-04295	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19318	FBI-04296	human blood culture	Campylobacter jejuni	8	10	2	2	89	12	6	
19319	FBI-04297	human stool	Campylobacter jejuni	2	21	5	37	2	1	5	
19320	FBI-04298	human stool	Campylobacter coli	33	39	66	174	104	43	41	
19321	FBI-04299	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	
19322	FBI-04302	human stool	Campylobacter jejuni	8	1	6	3	11	1	1	
19323	FBI-04308	other food	Campylobacter jejuni	8	10	2	2	89	12	6	
19324	FBI-04309	other food	Campylobacter jejuni	2	21	5	3	2	1	5	
19325	FBI-04310	other food	Campylobacter jejuni	24	2	2	2	10	3	1	
19326	FBI-04311	other animal	Campylobacter jejuni	7	21	2	62	67	48	6	
19327	FBI-04312	cattle	Campylobacter jejuni	9	2	4	62	4	5	6	
19328	FBI-04313	other food	Campylobacter jejuni	22	15	4	64	74	25	23	
19329	FBI-04314	other food	Campylobacter jejuni	7	21	5	62	67	3	216	
19330	FBI-04316	other animal	Campylobacter jejuni	7	112	5	10	11	67	6	
19331	FBI-04317	other food	Campylobacter jejuni	2	4	1	2	7	1	5	
19332	FBI-04318	cows milk	Campylobacter jejuni	2	1	21	3	2	1	5	
19333	FBI-04319	human stool	Campylobacter jejuni	2	4	1	2	7	1	5	
19334	FBI-04320	other animal	Campylobacter jejuni	2	1	12	3	2	1	5	
19335	FBI-04321	other animal	Campylobacter jejuni	2	1	1	3	2	1	5	
19336	FBI-04326	chicken	Campylobacter jejuni	2	15	4	4	20	34	35	
19337	FBI-04327	chicken	Campylobacter jejuni	8	2	5	336	11	3	1	
19338	FBI-04329	chicken	Campylobacter jejuni	7	78	42	95	106	12	8	
19339	FBI-04330	chicken	Campylobacter jejuni	2	15	4	4	20	34	35	
19340	FBI-04331	chicken	Campylobacter jejuni	8	2	5	53	11	3	1	
19341	FBI-04332	chicken	Campylobacter jejuni	7	78	42	95	106	12	8	
19342	FBI-04334	chicken	Campylobacter jejuni	2	7	5	2	2	1	5	
19343	FBI-04335	chicken	Campylobacter jejuni	2	7	5	2	2	1	5	
19344	FBI-04336	chicken	Campylobacter jejuni	2	7	5	2	2	1	5	
19345	FBI-04337	chicken	Campylobacter jejuni	2	4	1	2	7	1	5	
19346	FBI-04338	chicken	Campylobacter coli	33	38	30	82	104	43	17	
19347	FBI-04339	chicken	Campylobacter coli	33	38	30	82	104	43	17	
19348	FBI-04340	chicken	Campylobacter jejuni	2	4	1	2	7	1	5	
19349	FBI-04341	chicken	Campylobacter jejuni	4	7	10	4	1	51	1	
19350	FBI-04342	chicken	Campylobacter coli	33	39	30	82	113	47	17	
19351	FBI-04343	chicken	Campylobacter jejuni	22	15	4	64	74	25	23	
19352	FBI-04344	chicken	Campylobacter jejuni	4	7	10	4	1	51	1	
19353	FBI-04345	other animal	Campylobacter coli	33	39	30	82	113	47	17	
19354	FBI-04346	chicken	Campylobacter jejuni	2	28	4	405	154	25	35	
19355	FBI-04347	chicken	Campylobacter jejuni	2	21	5	3	23	1	5	
19356	FBI-04348	chicken	Campylobacter coli	33	39	30	82	113	43	17	
19357	FBI-04349	chicken	Campylobacter coli	33	39	30	79	104	206	17	
19358	FBI-04351	chicken	Campylobacter jejuni	7	78	42	95	106	12	8	
19359	FBI-04354	chicken	Campylobacter coli	33	39	65	82	104	43	17	
19360	FBI-04356	chicken	Campylobacter jejuni	22	28	4	28	363	3	35	
19361	FBI-04357	chicken	Campylobacter jejuni	1	2	42	4	90	25	8	
19362	FBI-04362	other food	Campylobacter jejuni	4	7	10	4	1	7	1	
19363	FBI-04363	other food	Campylobacter jejuni	10	7	10	4	1	7	1	
19364	FBI-04364	other food	Campylobacter jejuni	2	1	12	3	2	1	5	
19365	FBI-04365	other food	Campylobacter jejuni	2	1	12	3	2	1	5	
19366	FBI-04366	cows milk	Campylobacter jejuni	8	10	2	2	89	12	6	
19367	FBI-04367	other animal	Campylobacter jejuni	4	7	10	4	1	7	1	
19368	FBI-04368	cows milk	Campylobacter jejuni	4	7	40	4	42	7	1	
19369	FBI-04369	other animal	Campylobacter jejuni	97	121	97	125	174	152	100	
19370	FBI-04371	sheep	Campylobacter jejuni	2	1	1	3	2	1	5	
19371	FBI-04373	other animal	Campylobacter coli	33	39	103	79	104	35	17	
19372	FBI-04374	other animal	Campylobacter jejuni	4	280	10	4	1	7	1	
19373	FBI-04375	other food	Campylobacter jejuni	62	4	5	2	2	1	5	
19374	FBI-04376	other food	Campylobacter jejuni	4	7	40	4	42	7	1	
19375	FBI-04383	human stool	Campylobacter coli	33	39	30	82	104	56	17	
19376	FBI-04384	human stool	Campylobacter jejuni	4	7	10	4	1	7	1	
19377	FBI-04409	human stool	Campylobacter jejuni	1	3	6	4	3	3	3	
19378	FBI-04410	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	
19379	FBI-04412	human stool	Campylobacter jejuni	9	2	4	62	4	5	6	
19380	FBI-04415	human stool	Campylobacter jejuni	8	17	5	2	10	59	6	
19381	FBI-04418	human stool	Campylobacter jejuni	62	4	5	2	2	1	5	
19382	FBI-04421	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19383	FBI-04423	human stool	Campylobacter jejuni	1	4	2	2	6	3	17	
19384	FBI-04425	human stool	Campylobacter jejuni	8	17	5	2	10	59	6	
19385	FBI-04426	human stool	Campylobacter jejuni	62	4	5	2	2	1	5	
19386	FBI-04430	human stool	Campylobacter jejuni	1	4	2	2	6	3	17	
19387	FBI-04434	human stool	Campylobacter jejuni	9	2	4	62	4	5	6	
19388	FBI-04436	human stool	Campylobacter jejuni	9	2	4	62	4	5	6	
19389	FBI-04438	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	
19390	FBI-04440	human stool	Campylobacter jejuni	1	4	2	2	6	3	17	
19391	FBI-04442	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19392	FBI-04444	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19393	FBI-04445	human stool	Campylobacter jejuni	4	7	10	4	1	7	1	
19394	FBI-04446	human stool	Campylobacter jejuni	8	1	5	3	2	1	1	
19395	FBI-04448	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	
19396	FBI-04452	human stool	Campylobacter jejuni	2	364	2	4	19	3	6	
19397	FBI-04847	human stool	Campylobacter jejuni	1	2	42	4	98	58	34	
19398	FBI-04849	human stool	Campylobacter coli	33	39	30	82	189	47	17	
19399	FBI-04850	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19400	FBI-04938	human stool	Campylobacter jejuni	8	10	2	2	11	12	6	
19401	FBI-04945	other food	Campylobacter jejuni	37	365	21	64	505	24	23	
19402	FBI-04947	cows milk	Campylobacter jejuni	2	1	12	3	2	1	5	
19403	FBI-04949	dog	Campylobacter jejuni	62	4	5	2	2	1	5	
19404	FBI-04950	other food	Campylobacter jejuni	2	4	1	2	7	1	5	
19405	FBI-04951	other food	Campylobacter jejuni	22	15	4	243	11	29	35	
19406	FBI-04952	other food	Campylobacter jejuni	7	28	4	28	363	3	35	
19407	FBI-04953	other food	Campylobacter jejuni	2	28	29	28	74	267	124	
19408	FBI-04954	other animal	Campylobacter jejuni	22	61	4	28	74	99	35	
19409	FBI-04958	other food	Campylobacter coli	33	39	30	82	113	43	17	
19410	FBI-04959	other food	Campylobacter coli	33	39	30	82	189	43	17	
19411	FBI-04960	sheep	Campylobacter coli	33	39	30	82	104	56	17	
19412	FBI-04961	sheep	Campylobacter coli	33	39	30	82	104	56	17	
19413	FBI-04962	other food	Campylobacter coli	33	39	103	79	104	35	17	
19414	FBI-04963	chicken	Campylobacter coli	33	39	30	79	113	47	17	
19415	FBI-04964	other food	Campylobacter coli	33	39	30	79	113	47	17	
19416	FBI-04965	other food	Campylobacter coli	33	39	103	79	104	35	17	
19417	FBI-04993	human stool	Campylobacter jejuni	9	17	5	10	350	3	3	
19418	FBI-04994	human stool	Campylobacter jejuni	7	1	2	83	2	3	6	
19419	FBI-04995	human stool	Campylobacter jejuni	62	4	5	2	2	1	5	
19420	FBI-04996	human stool	Campylobacter jejuni	2	17	2	3	2	1	5	
19421	FBI-04997	human stool	Campylobacter jejuni	6	4	5	2	2	1	5	
19422	FBI-04998	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19423	FBI-04999	human stool	Campylobacter jejuni	7	17	2	15	23	3	12	
19424	FBI-05009	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19425	FBI-05011	human stool	Campylobacter coli	33	39	30	79	104	206	17	
19426	FBI-05012	human stool	Campylobacter jejuni	8	10	2	2	89	12	6	
19427	FBI-05177	human stool	Campylobacter jejuni	8	1	6	3	2	1	12	
19428	FBI-05502	human stool	Campylobacter jejuni	8	10	2	2	89	12	6	
19429	FBI-05524	other food	Campylobacter coli	33	176	30	115	113	43	17	
19430	FBI-05525	other food	Campylobacter jejuni	62	4	5	2	2	1	5	
19431	FBI-05526	other food	Campylobacter jejuni	2	4	1	2	7	1	5	
19432	FBI-05527	other food	Campylobacter coli	33	39	65	79	104	43	17	
19433	FBI-05528	other food	Campylobacter coli	33	176	30	82	113	43	17	
19434	FBI-05529	other food	Campylobacter jejuni	264	356	12	3	2	1	5	
19435	FBI-05530	other food	Campylobacter jejuni	7	17	5	2	10	3	6	
19436	FBI-05531	other food	Campylobacter jejuni	9	17	52	10	10	3	1	
19437	FBI-05532	cows milk	Campylobacter jejuni	2	1	1	3	2	1	5	
19438	FBI-05533	other food	Campylobacter coli	33	39	30	82	113	47	17	
19439	FBI-05534	other food	Campylobacter coli	33	39	30	79	113	43	17	
19440	FBI-05535	other food	Campylobacter coli	33	39	65	140	104	43	17	
19441	FBI-05536	other food	Campylobacter jejuni	2	1	1	3	2	1	5	
19442	FBI-05537	other food	Campylobacter coli	33	39	30	79	113	47	17	
19443	FBI-05538	other food	Campylobacter jejuni	24	21	2	2	2	59	6	
19444	FBI-05539	other food	Campylobacter jejuni	62	4	5	2	2	1	5	
19445	FBI-05541	other food	Campylobacter coli	33	110	30	116	113	47	17	
19446	FBI-05542	other food	Campylobacter jejuni	2	1	12	3	2	1	291	
19447	FBI-05543	other food	Campylobacter coli	33	39	30	79	188	43	17	
19448	FBI-05544	other food	Campylobacter jejuni	4	7	40	4	42	51	1	
19449	FBI-05546	other food	Campylobacter jejuni	7	17	2	15	23	3	12	
19450	FBI-05547	other food	Campylobacter coli	33	39	30	79	113	43	17	
19451	FBI-05548	other food	Campylobacter coli	33	110	30	116	113	47	17	
19452	FBI-05549	other food	Campylobacter jejuni	2	1	1	3	2	1	5	
19453	FBI-05550	other food	Campylobacter jejuni	4	7	10	4	42	51	1	
19454	FBI-05551	other food	Campylobacter coli	33	39	30	79	188	43	17	
19455	FBI-05552	dairy products	Campylobacter jejuni	8	2	5	336	11	3	1	
19456	FBI-05553	cows milk	Campylobacter jejuni	2	1	1	3	2	1	5	
19457	FBI-05554	cows milk	Campylobacter jejuni	2	1	1	3	2	1	5	
19458	FBI-05556	cows milk	Campylobacter jejuni	7	1	2	83	2	3	6	
19459	FBI-05558	cows milk	Campylobacter jejuni	2	1	1	3	2	1	5	
19460	FBI-05559	cows milk	Campylobacter jejuni	1	3	6	4	3	3	3	
19461	FBI-05560	chicken	Campylobacter jejuni	7	4	5	2	13	3	26	
19462	FBI-05612	human stool	Campylobacter jejuni	2	1	5	3	2	1	5	
19463	FBI-05614	human stool	Campylobacter jejuni	7	172	21	49	125	224	51	
19464	FBI-05615	human stool	Campylobacter jejuni	14	17	5	2	11	3	6	
19465	FBI-05622	human stool	Campylobacter jejuni	7	17	2	15	23	3	12	
19466	FBI-05625	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19467	FBI-05686	human stool	Campylobacter jejuni	24	2	2	2	10	3	1	
19468	FBI-05687	human stool	Campylobacter jejuni	7	172	21	49	125	224	51	
19469	FBI-05750	human stool	Campylobacter jejuni	1	2	42	4	98	58	34	
19470	FBI-05984	other food	Campylobacter jejuni	8	84	5	10	119	178	26	
19471	FBI-05985	other food	Campylobacter jejuni	8	10	2	2	347	1	6	
19472	FBI-05987	other food	Campylobacter coli	33	39	30	82	113	43	17	
19473	FBI-05989	other food	Campylobacter jejuni	2	1	21	3	2	1	5	
19474	FBI-05990	other food	Campylobacter coli	33	39	30	82	104	43	17	
19475	FBI-05991	other food	Campylobacter jejuni	22	28	4	28	363	99	35	
19476	FBI-05992	other food	Campylobacter coli	33	39	30	79	104	35	17	
19477	FBI-05993	other food	Campylobacter coli	33	39	30	79	104	35	17	
19478	FBI-05994	other food	Campylobacter jejuni	9	2	4	62	4	5	6	
19479	FBI-05995	other food	Campylobacter jejuni	62	4	5	2	2	1	5	
19480	FBI-05996	other food	Campylobacter coli	33	39	30	82	113	43	17	
19481	FBI-05998	other food	Campylobacter jejuni	62	4	5	2	2	1	5	
19482	FBI-05999	other food	Campylobacter jejuni	47	55	5	10	23	120	8	
19483	FBI-06000	other food	Campylobacter jejuni	62	4	5	2	2	1	5	
19484	FBI-06001	other food	Campylobacter coli	33	39	30	79	104	206	17	
19485	FBI-06002	other food	Campylobacter jejuni	8	10	2	2	11	12	6	
19486	FBI-06003	other food	Campylobacter jejuni	2	1	5	3	2	1	5	
19487	FBI-06004	other food	Campylobacter jejuni	2	1	21	3	2	1	5	
19488	FBI-06006	other food	Campylobacter jejuni	2	1	12	3	2	1	5	
19489	FBI-06007	other food	Campylobacter jejuni	62	4	5	2	2	1	5	
19490	FBI-06008	other food	Campylobacter coli	33	39	30	82	113	47	17	
19491	FBI-06009	other food	Campylobacter jejuni	7	2	5	299	10	3	6	
19492	FBI-06010	other food	Campylobacter jejuni	2	371	4	399	372	99	35	
19493	FBI-06011	other food	Campylobacter jejuni	2	1	1	3	2	1	5	
19494	FBI-06012	other food	Campylobacter jejuni	4	7	10	4	1	7	1	
19495	FBI-06013	other food	Campylobacter jejuni	9	17	5	10	350	3	3	
19496	FBI-06014	beef offal or meat	Campylobacter coli	32	38	30	82	104	35	17	
19497	FBI-06015	other food	Campylobacter coli	33	39	30	79	113	47	17	
19498	FBI-06016	other food	Campylobacter jejuni	7	17	2	15	13	3	12	
19499	FBI-06017	other food	Campylobacter coli	33	39	103	79	104	35	17	
19500	FBI-06018	other food	Campylobacter coli	33	66	30	79	104	43	17	
19501	FBI-06019	other food	Campylobacter jejuni	4	7	10	4	1	7	1	
19502	FBI-06020	other food	Campylobacter jejuni	37	365	21	64	505	24	23	
19503	FBI-06021	beef offal or meat	Campylobacter jejuni	4	7	40	4	42	51	1	
19504	FBI-06022	pork offal or meat	Campylobacter coli	33	38	30	82	104	35	17	
19505	FBI-06023	cows milk	Campylobacter jejuni	2	1	12	3	2	1	5	
19506	FBI-06024	cows milk	Campylobacter jejuni	10	27	43	19	6	18	7	
19507	FBI-06025	cows milk	Campylobacter jejuni	1	3	6	4	3	3	3	
19508	FBI-06026	cows milk	Campylobacter jejuni	1	4	2	2	6	3	17	
19509	FBI-06027	cows milk	Campylobacter jejuni	1	2	3	4	5	9	3	
19510	FBI-06038	human stool	Campylobacter jejuni	8	10	2	2	89	12	6	
19511	FBI-06039	human stool	Campylobacter coli	33	39	30	79	113	43	17	
19512	FBI-06063	human stool	Campylobacter jejuni	7	172	21	49	125	224	51	
19513	FBI-06064	human stool	Campylobacter jejuni	14	17	5	2	11	3	6	
19514	FBI-06065	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19515	FBI-06067	human stool	Campylobacter jejuni	7	4	6	68	188	3	46	
19516	FBI-06068	human stool	Campylobacter jejuni	7	1	2	83	2	3	6	
19517	FBI-06069	human blood culture	Campylobacter jejuni	14	17	5	2	11	3	6	
19518	FBI-06071	human stool	Campylobacter jejuni	24	2	2	2	10	3	1	
19519	FBI-06072	human stool	Campylobacter jejuni	10	27	59	19	10	5	7	
19520	FBI-06073	human stool	Campylobacter jejuni	8	1	6	3	11	1	1	
19521	FBI-06074	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	
19522	FBI-06075	human stool	Campylobacter jejuni	8	17	5	2	10	59	6	
19523	FBI-06076	human stool	Campylobacter jejuni	8	17	5	2	10	59	6	
19524	FBI-06077	human stool	Campylobacter jejuni	2	1	12	3	2	1	5	
19525	FBI-06078	human stool	Campylobacter jejuni	2	1	1	3	2	1	5	
19526	FBI-06079	human stool	Campylobacter coli	33	39	30	79	104	43	41	
19527	FBI-06080	human stool	Campylobacter jejuni	8	1	5	3	2	1	1	
19528	FBI-06081	human stool	Campylobacter jejuni	8	1	5	3	2	1	1	
19529	FBI-06082	human stool	Campylobacter jejuni	24	2	2	2	10	3	1	
19530	FBI-06083	human blood culture	Campylobacter jejuni	2	1	1	3	2	1	5	
19531	FBI-06085	human stool	Campylobacter jejuni	9	17	5	10	350	3	3	
