id	isolate	source	species	aspA	glnA	gltA	glyA	pgm	tkt	uncA
13363	OXC677	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13364	OXC678	human stool	Campylobacter jejuni	24	21	2	2	89	59	6
13365	OXC679	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13366	OXC680	human stool	Campylobacter jejuni	2	1	5	3	2	1	5
13367	OXC681	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
13368	OXC682	human stool	Campylobacter jejuni	79	21	2	10	11	68	8
13369	OXC684	human stool	Campylobacter jejuni	4	7	10	4	42	7	1
13370	OXC685	human stool	Campylobacter jejuni	1	2	42	4	5	9	3
13371	OXC687	human stool	Campylobacter jejuni	7	28	4	28	17	34	12
13372	OXC688	human stool	Campylobacter coli	33	39	30	82	104	56	17
13373	OXC689	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
13374	OXC690	human stool	Campylobacter coli	33	39	30	82	104	56	17
13375	OXC691	human stool	Campylobacter jejuni	2	4	2	4	19	3	6
13376	OXC692	human stool	Campylobacter jejuni	7	17	5	2	10	3	6
13377	OXC693	human stool	Campylobacter coli	33	176	30	82	113	242	17
13378	OXC694	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13379	OXC695	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13380	OXC697	human stool	Campylobacter jejuni	1	4	303	4	3	3	6
13381	OXC698	human stool	Campylobacter jejuni	10	23	16	19	6	18	7
13382	OXC699	human stool	Campylobacter jejuni	2	21	5	37	60	1	5
13383	OXC700	human stool	Campylobacter jejuni	8	2	5	53	11	3	1
13384	OXC701	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
13385	OXC704	human stool	Campylobacter jejuni	7	28	4	28	17	34	12
13386	OXC705	human stool	Campylobacter jejuni	62	4	5	2	2	1	5
13387	OXC706	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13388	OXC707	human stool	Campylobacter jejuni	8	2	5	53	11	3	1
13389	OXC708	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13390	OXC709	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13391	OXC710	human stool	Campylobacter jejuni	2	1	5	3	2	1	5
13392	OXC711	human stool	Campylobacter jejuni	2	1	5	3	2	1	5
13393	OXC712	human stool	Campylobacter jejuni	8	2	2	53	11	3	1
13394	OXC713	human stool	Campylobacter jejuni	2	10	2	4	19	3	6
13395	OXC715	human stool	Campylobacter jejuni	14	17	5	2	11	3	6
13396	OXC716	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13397	OXC717	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
13398	OXC718	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
13399	OXC719	human stool	Campylobacter coli	33	39	30	79	113	43	41
13400	OXC720	human stool	Campylobacter jejuni	2	4	1	93	11	3	6
13401	OXC722	human stool	Campylobacter jejuni	2	4	1	93	11	3	6
13402	OXC723	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13403	OXC724	human stool	Campylobacter jejuni	10	27	16	19	10	5	7
13404	OXC725	human stool	Campylobacter jejuni	7	4	2	68	11	3	5
13405	OXC726	human stool	Campylobacter jejuni	2	10	2	4	19	3	6
13406	OXC727	human stool	Campylobacter coli	33	39	30	79	104	35	17
13407	OXC728	human stool	Campylobacter jejuni	160	84	5	267	11	3	5
13408	OXC729	human stool	Campylobacter jejuni	2	75	80	48	141	34	1
13409	OXC730	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
13410	OXC731	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
13411	OXC732	human stool	Campylobacter jejuni	1	3	6	4	3	3	3
13412	OXC733	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13413	OXC734	human stool	Campylobacter jejuni	10	27	43	19	6	18	7
13414	OXC735	human stool	Campylobacter jejuni	2	21	5	37	2	1	5
13415	OXC736	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
13416	OXC737	human stool	Campylobacter jejuni	24	17	4	10	23	3	12
13417	OXC738	human stool	Campylobacter jejuni	7	28	4	28	17	34	12
13418	OXC739	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13419	OXC740	human stool	Campylobacter jejuni	2	4	5	2	2	1	5
13420	OXC741	human stool	Campylobacter jejuni	7	53	2	10	11	3	3
13421	OXC743	human stool	Campylobacter coli	33	38	30	115	104	85	17
13422	OXC744	human stool	Campylobacter coli	33	39	30	82	113	44	17
13423	OXC745	human stool	Campylobacter jejuni	7	1	2	83	2	3	6
13424	OXC746	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
13425	OXC748	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13426	OXC749	human stool	Campylobacter jejuni	9	2	2	2	11	61	6
13427	OXC750	human stool	Campylobacter jejuni	24	30	2	2	89	59	6
13428	OXC751	human stool	Campylobacter jejuni	7	17	5	2	11	3	6
13429	OXC752	human stool	Campylobacter jejuni	7	17	52	10	11	3	6
13430	OXC754	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13431	OXC755	human stool	Campylobacter jejuni	14	21	2	10	86	3	6
13432	OXC757	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13433	OXC758	human stool	Campylobacter coli	33	39	30	82	113	44	17
13434	OXC759	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13435	OXC760	human stool	Campylobacter jejuni	9	25	2	10	22	3	6
13436	OXC761	human stool	Campylobacter jejuni	2	4	5	2	2	3	8
13437	OXC763	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13438	OXC764	human stool	Campylobacter jejuni	7	53	2	10	11	3	3
13439	OXC765	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
13440	OXC766	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
13441	OXC767	human stool	Campylobacter jejuni	9	27	43	19	6	18	7
13442	OXC768	human stool	Campylobacter coli	33	39	30	139	113	43	17
13443	OXC769	human stool	Campylobacter jejuni	2	21	5	37	60	1	5
13444	OXC770	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
13445	OXC771	human stool	Campylobacter jejuni	9	2	4	62	4	22	6
13446	OXC772	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13447	OXC773	human stool	Campylobacter jejuni	2	1	1	3	2	1	3
13448	OXC774	human stool	Campylobacter jejuni	2	21	5	37	2	1	5
13449	OXC775	human stool	Campylobacter jejuni	1	3	6	4	3	3	3
13450	OXC776	human stool	Campylobacter jejuni	2	1	1	3	7	1	5
13451	OXC777	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13452	OXC778	human stool	Campylobacter jejuni	1	6	5	195	12	28	1
13453	OXC779	human stool	Campylobacter jejuni	2	1	1	3	2	1	3
13454	OXC780	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13455	OXC781	human stool	Campylobacter jejuni	24	17	2	15	23	3	12
13456	OXC783	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
13457	OXC784	human stool	Campylobacter jejuni	2	1	5	3	2	1	5
13458	OXC785	human stool	Campylobacter jejuni	10	27	43	19	6	18	7
13459	OXC786	human stool	Campylobacter jejuni	8	7	40	92	42	51	1
13460	OXC788	human stool	Campylobacter coli	33	39	30	82	113	47	17
13461	OXC790	human stool	Campylobacter jejuni	8	17	5	2	10	59	6
13462	OXC791	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13463	OXC792	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13464	OXC793	human stool	Campylobacter jejuni	62	4	5	2	2	1	5
13465	OXC794	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13466	OXC796	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13467	OXC797	human stool	Campylobacter jejuni	7	4	1	68	11	58	6
13468	OXC798	human stool	Campylobacter jejuni	2	4	1	4	19	62	5
13469	OXC799	human stool	Campylobacter coli	33	39	30	82	104	56	17
13470	OXC800	human stool	Campylobacter jejuni	2	4	1	4	19	62	5
13471	OXC802	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
13472	OXC803	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13473	OXC810	human stool	Campylobacter jejuni	3	1	5	17	11	11	6
13474	OXC811	human stool	Campylobacter jejuni	2	4	1	4	19	62	5
13475	OXC813	human stool	Campylobacter coli	33	39	30	82	113	47	17
13476	OXC814	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13477	OXC815	human stool	Campylobacter coli	33	39	30	82	104	56	17
13478	OXC816	human stool	Campylobacter jejuni	2	4	1	4	19	62	5
13479	OXC817	human stool	Campylobacter jejuni	7	53	2	10	11	3	3
13480	OXC818	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13481	OXC819	human stool	Campylobacter jejuni	3	1	5	17	11	11	6
13482	OXC820	human stool	Campylobacter coli	124	39	30	79	104	47	17
13483	OXC821	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13484	OXC822	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13485	OXC824	human stool	Campylobacter jejuni	9	282	4	62	4	5	6
13486	OXC825	human stool	Campylobacter jejuni	2	1	5	3	10	1	5
13487	OXC826	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13488	OXC827	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13489	OXC830	human stool	Campylobacter jejuni	2	356	12	3	2	1	5
13490	OXC831	human stool	Campylobacter jejuni	8	2	5	53	11	3	1
13491	OXC832	human stool	Campylobacter jejuni	2	1	1	3	7	1	5
13492	OXC833	human stool	Campylobacter coli	33	38	44	82	189	44	17
13493	OXC834	human stool	Campylobacter jejuni	10	27	43	19	10	5	7
13494	OXC835	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
13495	OXC837	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13496	OXC838	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13497	OXC839	human stool	Campylobacter jejuni	2	4	2	4	19	3	6
13498	OXC840	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13499	OXC841	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
13500	OXC842	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13501	OXC843	human stool	Campylobacter jejuni	2	4	1	4	19	62	5
13502	OXC844	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
13503	OXC845	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
13504	OXC846	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
13505	OXC848	human stool	Campylobacter jejuni	2	1	1	3	7	1	5
13506	OXC849	human stool	Campylobacter jejuni	8	1	6	3	2	1	1
13507	OXC850	human stool	Campylobacter jejuni	62	4	5	2	2	1	5
13508	OXC851	human stool	Campylobacter jejuni	1	2	3	4	5	9	3
13509	OXC852	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13510	OXC854	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13511	OXC855	human stool	Campylobacter coli	33	39	30	82	113	47	17
13512	OXC856	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
13513	OXC857	human stool	Campylobacter jejuni	2	4	1	4	19	62	5
13514	OXC858	human stool	Campylobacter jejuni	2	75	4	48	141	34	1
13515	OXC859	human stool	Campylobacter jejuni	8	2	2	212	153	253	147
13516	OXC861	human stool	Campylobacter jejuni	8	17	5	2	10	59	6
13517	OXC862	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
13518	OXC863	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
13519	OXC865	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
13520	OXC866	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13521	OXC867	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13522	OXC869	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13523	OXC870	human stool	Campylobacter jejuni	7	4	1	68	11	58	6
13524	OXC871	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13525	OXC872	human stool	Campylobacter jejuni	1	2	42	4	90	25	8
13526	OXC873	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
13527	OXC874	human stool	Campylobacter jejuni	2	17	2	3	2	1	5
13528	OXC876	human stool	Campylobacter jejuni	2	21	5	37	2	1	5
13529	OXC877	human stool	Campylobacter jejuni	24	2	2	2	10	289	1
13530	OXC878	human stool	Campylobacter coli	33	39	103	79	104	35	17
13531	OXC879	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13532	OXC880	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13533	OXC882	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
13534	OXC883	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
13535	OXC884	human stool	Campylobacter coli	33	39	30	115	113	47	17
13536	OXC885	human stool	Campylobacter jejuni	62	4	5	2	2	1	5
13537	OXC888	human stool	Campylobacter jejuni	2	1	5	3	2	1	5
13538	OXC890	human stool	Campylobacter coli	33	39	30	82	113	47	17
13539	OXC892	human stool	Campylobacter jejuni	10	27	16	19	10	5	7
13540	OXC893	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
13541	OXC894	human stool	Campylobacter jejuni	2	1	5	3	2	54	5
13542	OXC896	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
13543	OXC898	human stool	Campylobacter jejuni	2	21	5	37	60	1	5
13544	OXC900	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13545	OXC902	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13546	OXC905	human stool	Campylobacter jejuni	2	1	1	3	2	1	3
13547	OXC906	human stool	Campylobacter jejuni	2	59	74	27	128	25	23
13548	OXC907	human stool	Campylobacter coli	33	39	30	79	104	35	17
13549	OXC910	human stool	Campylobacter jejuni	62	4	5	2	2	1	5
13550	OXC913	human stool	Campylobacter jejuni	2	17	2	3	2	1	5
13551	OXC914	human stool	Campylobacter jejuni	2	4	1	4	19	62	5
13552	OXC915	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
13553	OXC916	human stool	Campylobacter jejuni	2	1	10	3	2	1	5
13554	OXC917	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
13555	OXC918	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13556	OXC919	human stool	Campylobacter jejuni	1	4	2	2	6	3	17
13557	OXC920	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
13558	OXC922	human stool	Campylobacter jejuni	8	10	16	2	11	12	6
13559	OXC923	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13560	OXC924	human stool	Campylobacter jejuni	7	53	2	10	11	3	3
13561	OXC925	human stool	Campylobacter jejuni	8	2	5	62	4	5	1
13562	OXC926	human stool	Campylobacter jejuni	4	7	40	4	42	51	1
13563	OXC927	human stool	Campylobacter jejuni	1	6	60	24	12	28	1
13564	OXC928	human stool	Campylobacter jejuni	7	28	4	28	17	34	12
13565	OXC929	human stool	Campylobacter jejuni	2	39	5	37	2	1	5
13566	OXC930	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13567	OXC931	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13568	OXC933	human stool	Campylobacter jejuni	8	1	2	2	11	12	6
13569	OXC935	human stool	Campylobacter coli	33	39	30	82	113	47	17
13570	OXC936	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13571	OXC937	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
13572	OXC938	human stool	Campylobacter jejuni	2	75	4	48	141	34	1
13573	OXC939	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13574	OXC940	human stool	Campylobacter jejuni	8	10	2	10	11	12	6
13575	OXC941	human stool	Campylobacter coli	33	39	30	79	506	47	5
13576	OXC942	human stool	Campylobacter jejuni	1	3	6	4	3	3	3
13577	OXC943	human stool	Campylobacter jejuni	9	17	52	10	10	3	1
13578	OXC944	human stool	Campylobacter jejuni	2	1	5	3	2	1	5
13579	OXC945	human stool	Campylobacter jejuni	7	2	5	2	10	3	6
13580	OXC946	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13581	OXC947	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
13582	OXC948	human stool	Campylobacter jejuni	10	27	43	19	6	18	7
13583	OXC949	human stool	Campylobacter jejuni	7	17	5	2	10	3	6
13584	OXC950	human stool	Campylobacter jejuni	2	4	1	4	19	62	5
13585	OXC951	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13586	OXC953	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
13587	OXC954	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13588	OXC955	human stool	Campylobacter jejuni	2	4	1	4	19	62	5
13589	OXC956	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13590	OXC957	human stool	Campylobacter jejuni	27	2	22	104	115	86	31
13591	OXC958	human stool	Campylobacter jejuni	2	1	21	89	2	1	5
13592	OXC959	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
13593	OXC960	human stool	Campylobacter jejuni	2	4	2	2	6	1	5
13594	OXC961	human stool	Campylobacter jejuni	3	1	5	17	11	11	6
13595	OXC962	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
13596	OXC963	human stool	Campylobacter jejuni	7	53	2	10	11	3	3
13597	OXC965	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
13598	OXC966	human stool	Campylobacter jejuni	8	2	5	62	4	5	1
13599	OXC967	human stool	Campylobacter jejuni	24	30	2	2	89	59	6
13600	OXC968	human stool	Campylobacter jejuni	1	308	95	49	436	353	258
13601	OXC969	human stool	Campylobacter jejuni	7	53	2	10	11	3	3
13602	OXC970	human stool	Campylobacter jejuni	2	75	4	28	141	25	1
13603	OXC971	human stool	Campylobacter jejuni	8	2	5	53	11	3	1
13604	OXC972	human stool	Campylobacter jejuni	7	112	5	62	11	67	6
13605	OXC973	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
13606	OXC974	human stool	Campylobacter coli	33	39	30	82	104	56	17
13607	OXC975	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13608	OXC976	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13609	OXC977	human stool	Campylobacter jejuni	10	81	50	87	120	76	52
13610	OXC978	human stool	Campylobacter jejuni	8	2	5	53	11	3	1
13611	OXC979	human stool	Campylobacter jejuni	2	4	1	4	19	62	5
13612	OXC980	human stool	Campylobacter coli	33	39	30	79	104	35	17
13613	OXC981	human stool	Campylobacter jejuni	249	4	5	93	11	3	6
13614	OXC982	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
13615	OXC983	human stool	Campylobacter jejuni	8	1	6	3	2	1	1
13616	OXC985	human stool	Campylobacter coli	33	39	30	82	113	35	162
13617	OXC987	human stool	Campylobacter jejuni	2	1	5	3	2	1	5
13618	OXC988	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
13619	OXC989	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
13620	OXC990	human stool	Campylobacter jejuni	10	54	43	4	10	5	130
13621	OXC991	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
13622	OXC993	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13623	OXC994	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13624	OXC995	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
13625	OXC996	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13626	OXC997	human stool	Campylobacter jejuni	7	2	5	2	10	3	6
13627	OXC999	human stool	Campylobacter jejuni	2	1	5	3	2	1	5
13628	OXC1001	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13629	OXC1002	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13630	OXC1003	human stool	Campylobacter coli	33	39	30	82	104	56	17
13631	OXC1004	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
13632	OXC1006	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13633	OXC1007	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13634	OXC1008	human stool	Campylobacter jejuni	9	2	2	2	11	195	6
13635	OXC1009	human stool	Campylobacter coli	33	39	30	82	104	56	17
13636	OXC1014	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13637	OXC1015	human stool	Campylobacter jejuni	2	27	1	4	19	1	5
13638	OXC1016	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13639	OXC1017	human stool	Campylobacter coli	33	39	30	82	189	44	74
13640	OXC1018	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13641	OXC1020	human stool	Campylobacter jejuni	4	7	40	4	42	7	1
13642	OXC1021	human stool	Campylobacter jejuni	4	7	40	4	42	51	1
13643	OXC1022	human stool	Campylobacter jejuni	9	2	2	2	11	5	6
13644	OXC1023	human stool	Campylobacter jejuni	7	53	2	10	11	3	3
13645	OXC1024	human stool	Campylobacter jejuni	8	2	5	53	11	3	1
13646	OXC1027	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13647	OXC1028	human stool	Campylobacter jejuni	1	4	2	2	6	1	17
13648	OXC1029	human stool	Campylobacter jejuni	4	7	40	4	42	51	1
13649	OXC1031	human stool	Campylobacter jejuni	24	17	2	15	23	3	12
13650	OXC1032	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
13651	OXC1033	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
13652	OXC1035	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13653	OXC1036	human stool	Campylobacter jejuni	8	10	2	210	11	12	6
13654	OXC1037	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13655	OXC1038	human stool	Campylobacter jejuni	2	4	2	2	6	1	5
13656	OXC1039	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13657	OXC1040	human stool	Campylobacter coli	33	39	30	139	113	43	17
13658	OXC1041	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13659	OXC1042	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13660	OXC1043	human stool	Campylobacter jejuni	22	15	4	64	74	25	23
13661	OXC1044	human stool	Campylobacter jejuni	7	53	2	10	11	3	3
13662	OXC1046	human stool	Campylobacter jejuni	4	7	40	4	42	51	1
13663	OXC1047	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13664	OXC1049	human stool	Campylobacter jejuni	7	2	5	2	10	3	6
13665	OXC1050	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13666	OXC1051	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13667	OXC1052	human stool	Campylobacter jejuni	4	7	10	4	42	7	1
13668	OXC1053	human stool	Campylobacter jejuni	2	4	1	2	7	1	5
13669	OXC1054	human stool	Campylobacter jejuni	22	15	4	64	74	25	23
13670	OXC1056	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13671	OXC1057	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13672	OXC1058	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
13673	OXC1060	human stool	Campylobacter jejuni	7	1	2	83	2	3	6
13674	OXC1061	human stool	Campylobacter jejuni	7	1	2	83	2	3	6
13675	OXC1062	human stool	Campylobacter jejuni	7	17	2	15	23	3	12
13676	OXC1063	human stool	Campylobacter jejuni	1	4	2	4	185	3	6
13677	OXC1064	human stool	Campylobacter jejuni	1	6	22	24	12	28	1
13678	OXC1065	human stool	Campylobacter jejuni	9	2	4	62	4	3	6
13679	OXC1066	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
13680	OXC1067	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13681	OXC1068	human stool	Campylobacter jejuni	2	1	10	3	2	1	5
13682	OXC1069	human stool	Campylobacter jejuni	2	1	10	3	2	1	5
13683	OXC1070	human stool	Campylobacter jejuni	2	17	2	3	2	1	5
13684	OXC1071	human stool	Campylobacter jejuni	8	2	5	53	11	3	1
13685	OXC1072	human stool	Campylobacter jejuni	9	2	4	62	4	5	6
13686	OXC1073	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
13687	OXC1074	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13688	OXC1075	human stool	Campylobacter jejuni	2	1	12	3	2	1	5
13689	OXC1076	human stool	Campylobacter jejuni	4	7	10	4	1	7	1
13690	OXC1077	human stool	Campylobacter jejuni	2	1	21	3	2	1	5
13691	OXC1078	human stool	Campylobacter coli	33	39	30	139	113	43	17
13692	OXC1079	human stool	Campylobacter jejuni	2	1	1	3	2	1	5
13693	OXC1082	human stool	Campylobacter jejuni	4	7	10	4	42	7	1
13694	OXC1084	human stool	Campylobacter jejuni	8	2	5	53	11	3	1
13695	OXC1085	human stool	Campylobacter jejuni	7	53	2	10	11	3	3
13696	OXC1086	human stool	Campylobacter jejuni	8	10	2	2	11	12	6
13697	OXC1087	human stool	Campylobacter jejuni	7	1	2	83	2	3	6
13698	OXC1088	human stool	Campylobacter jejuni	2	4	2	4	19	3	6
13699	OXC1089	human stool	Campylobacter coli	33	39	30	82	112	56	17
13700	OXC1090	human stool	Campylobacter jejuni	37	365	21	394	505	24	23
13701	OXC1091	human stool	Campylobacter jejuni	4	7	40	4	42	51	1
13702	OXC1092	human stool	Campylobacter jejuni	2	1	5	3	2	1	5
13703	OXC1093	human stool	Campylobacter jejuni	7	71	5	62	11	67	6
13704	OXC1094	human stool	Campylobacter jejuni	2	257	80	243	2	3	212
13705	OXC1096	human stool	Campylobacter jejuni	8	2	5	53	11	3	1
13706	OXC1098	human stool	Campylobacter jejuni	7	53	2	10	11	3	3
